amount,account_age_days,previous_orders,failed_payments,new_device,transactions_last_hour,location_changed,delivery_completed,chargeback
1808.47,47,4,1,0,1,0,1,0
314.72,175,8,0,0,0,1,1,0
1204.93,392,5,1,0,2,0,1,0
2299.24,7,2,2,1,6,1,1,0
884.92,758,7,0,0,1,0,1,1
1902.89,315,3,1,0,1,0,1,0
420.01,258,6,1,0,0,0,1,0
207.74,211,9,0,0,1,0,0,0
1914.15,264,1,0,0,0,0,1,0
6273.0,939,5,1,0,2,0,1,0
405.03,264,2,1,0,1,0,1,0
3722.66,77,8,1,0,2,0,0,0
1145.3,171,8,0,0,2,0,0,0
288.39,73,5,0,1,3,1,1,0
353.72,631,3,1,0,3,0,1,0
1114.08,414,4,1,0,1,0,1,0
731.82,150,10,1,0,3,0,1,0
295.03,273,5,1,1,5,0,0,0
201.53,432,4,0,0,1,1,1,0
470.26,50,5,0,0,0,0,1,0
1331.16,155,3,0,1,4,0,1,0
1089.64,118,6,3,0,1,0,1,0
664.32,265,2,1,0,1,0,1,0
1341.96,85,6,1,0,5,0,1,0
3102.7,222,4,0,0,1,0,1,0
1626.4,92,10,1,0,0,1,1,0
971.35,21,2,2,0,5,1,1,0
2774.07,20,8,0,0,1,0,1,0
419.96,22,6,1,0,2,0,1,0
875.75,5,4,0,0,3,0,1,0
896.87,137,6,1,0,1,1,1,0
318.32,200,5,2,0,3,0,1,0
720.63,24,6,1,0,1,1,1,0
137.69,170,3,2,1,3,0,0,0
7421.81,163,5,0,0,5,0,1,0
429.48,28,7,0,0,0,0,1,0
5356.76,93,3,0,0,1,0,1,0
1139.2,253,6,1,0,3,0,1,0
1929.21,3,9,0,0,2,1,1,1
672.63,28,5,2,0,3,0,1,0
1350.09,986,2,3,0,4,0,1,0
2101.67,238,1,0,0,3,0,1,0
2131.44,112,8,1,0,3,0,1,0
2379.8,178,4,0,0,2,0,1,0
758.75,337,6,1,0,1,0,1,0
678.33,332,9,0,0,3,0,0,0
222.7,70,11,3,0,2,1,1,0
1850.51,121,3,2,0,1,0,1,0
3236.92,182,3,2,1,1,0,1,0
5519.16,13,3,0,0,1,0,0,0
1487.98,524,10,1,0,3,0,1,0
509.55,102,5,0,0,2,1,1,0
200.92,83,5,0,0,1,0,1,0
3107.79,427,6,1,0,3,0,1,0
181.95,22,5,0,1,2,1,1,0
780.08,7,2,0,0,0,0,1,0
876.29,207,6,1,0,3,0,1,0
1023.05,87,4,1,0,2,1,1,0
1136.61,260,3,2,0,3,0,1,0
1259.09,12,5,2,0,3,1,1,0
97.97,87,8,2,0,1,0,1,0
1112.82,48,6,1,0,2,0,1,0
117.97,242,2,1,0,2,1,1,0
2280.66,46,4,1,0,3,1,0,1
629.47,110,7,2,1,0,0,1,0
126.84,307,6,1,1,0,1,1,0
485.8,444,4,2,0,1,0,1,0
620.13,230,4,1,0,2,0,1,0
3607.25,100,4,2,0,2,0,1,0
1334.93,152,5,1,0,3,0,1,0
1547.58,210,3,0,0,1,0,1,0
3573.22,374,1,1,0,1,0,1,0
996.11,394,5,1,0,2,0,0,0
2331.32,481,4,1,0,3,0,1,0
2172.99,299,7,2,0,4,0,1,0
302.94,28,5,1,0,1,0,1,0
4783.77,247,6,0,1,0,0,1,0
264.99,303,7,1,0,1,0,1,0
2744.53,378,6,0,0,3,0,1,0
240.55,465,5,0,1,0,0,1,0
2000.67,128,8,1,1,5,0,1,0
7057.98,191,8,0,0,3,0,1,0
886.27,1,2,2,0,1,0,0,0
848.65,153,2,0,0,0,0,1,0
2019.17,115,9,1,0,4,0,1,0
788.87,590,4,0,0,3,0,0,0
6756.62,417,2,0,0,3,0,1,0
1329.01,287,7,0,0,4,0,1,0
796.18,10,4,1,0,2,0,1,0
638.88,92,6,2,0,4,0,1,0
431.41,214,2,0,0,3,0,1,0
585.37,5,4,0,1,2,0,1,1
772.26,48,6,0,1,5,0,1,0
673.41,393,6,3,0,0,0,1,0
567.83,25,5,2,0,0,1,1,0
8944.92,9,3,1,0,2,1,0,0
391.47,156,5,1,1,3,0,1,0
1269.82,526,5,1,0,2,0,1,0
1983.31,323,8,0,0,3,1,1,0
2059.27,662,8,1,0,3,1,1,0
1034.21,252,6,3,0,2,1,1,0
862.04,103,1,0,0,3,1,1,0
1722.53,527,3,0,0,2,0,1,0
1431.56,100,5,3,0,2,1,0,0
846.44,77,5,0,1,0,0,1,0
230.01,107,5,2,0,3,0,1,0
686.82,302,7,2,0,2,0,1,0
348.43,449,3,2,0,2,0,1,0
562.75,79,7,0,1,2,0,1,0
1133.68,111,1,3,0,3,0,1,0
1569.85,411,2,0,1,0,0,1,0
6505.82,8,10,1,0,2,0,1,0
640.72,275,3,1,0,2,1,0,0
2379.45,108,2,1,0,5,0,1,0
1489.15,85,4,1,1,3,0,1,0
4007.8,106,8,0,0,2,0,1,0
1951.26,97,5,4,0,1,0,0,0
400.02,254,4,0,0,2,0,1,0
195.77,473,6,0,1,1,0,1,0
1497.06,121,9,3,1,3,0,1,0
646.48,321,6,0,0,0,0,0,0
411.45,236,5,2,1,3,0,1,0
308.72,72,13,1,0,1,0,1,0
1288.17,159,5,0,1,7,0,1,0
4952.8,197,4,0,1,0,0,1,0
728.75,4,5,0,0,1,1,1,0
1978.85,90,3,2,0,0,1,1,0
990.03,884,7,2,0,2,0,1,0
302.06,182,6,0,1,2,0,1,0
2286.58,73,2,3,1,2,1,1,0
366.98,51,7,2,0,2,0,1,0
1120.61,42,4,1,0,2,0,0,0
779.37,92,4,0,0,3,0,1,0
2678.67,38,2,0,0,1,0,1,0
380.64,26,6,0,1,2,0,1,0
1621.12,81,4,3,0,0,0,1,0
473.52,168,3,1,0,2,0,0,0
657.8,28,6,2,0,1,0,1,0
28.93,8,6,1,1,0,1,1,1
8884.81,6,9,1,0,2,0,1,0
1901.8,56,6,1,0,1,0,1,0
509.1,37,3,0,0,1,0,1,0
356.15,139,6,3,1,0,0,1,0
668.04,109,6,0,1,2,0,1,0
2245.94,70,4,0,0,2,1,1,0
165.33,322,7,0,0,0,0,1,0
951.86,126,6,1,0,2,0,1,0
6442.31,17,3,1,0,1,0,1,0
352.85,63,6,1,0,2,0,1,0
1188.43,652,9,2,0,5,0,1,0
9929.94,678,7,2,0,1,0,0,0
2063.49,52,8,0,0,4,0,0,0
1243.8,32,2,0,0,6,0,1,0
1820.08,123,4,3,1,0,0,1,1
734.46,118,8,0,0,1,0,1,0
4022.39,95,4,4,1,4,0,1,0
735.59,135,7,1,0,1,0,1,0
154.6,47,7,1,0,2,0,1,0
741.52,21,5,1,0,3,1,1,0
417.07,152,1,1,0,2,0,1,0
827.83,485,3,2,0,3,0,1,0
846.34,26,5,2,0,1,0,1,0
3631.58,219,7,1,0,1,0,1,0
2197.98,103,8,1,0,2,0,1,0
1426.91,62,2,1,0,4,0,1,0
1093.41,345,4,2,1,4,0,1,0
380.37,109,9,1,0,4,0,1,0
123.82,157,6,2,0,1,0,1,0
1228.02,105,3,0,1,2,0,1,0
2427.56,15,10,1,0,3,0,1,0
984.04,162,3,0,0,2,0,1,0
642.36,97,9,2,0,3,0,0,0
1744.99,16,6,1,1,0,0,1,0
1008.95,163,2,0,1,3,1,1,0
5917.94,1,7,0,0,0,0,1,0
3762.08,42,2,2,0,1,1,0,0
2862.66,273,3,3,0,1,0,1,0
2339.6,6,2,3,0,1,0,0,1
301.82,187,5,1,0,2,0,1,0
2128.12,538,0,0,0,2,0,1,0
1597.71,33,6,0,0,1,0,1,0
2011.08,97,4,0,0,0,0,1,0
1794.73,154,4,0,0,4,0,1,0
1724.62,107,5,1,0,1,0,1,0
16331.75,174,7,0,0,4,0,0,0
1016.19,93,5,0,0,3,0,1,0
2797.1,28,2,0,1,1,0,1,0
684.72,16,5,3,0,1,0,1,0
2417.87,245,7,0,0,0,1,1,0
2805.45,49,5,3,0,1,0,1,0
1578.81,338,8,1,0,1,0,1,0
5821.11,244,5,4,0,1,0,1,0
452.92,9,7,0,0,0,1,1,0
673.7,40,9,0,0,3,0,1,0
1356.12,62,3,2,0,2,0,1,0
2646.01,162,7,0,0,3,0,1,0
1312.16,298,7,0,1,0,0,1,0
3966.97,11,3,0,1,3,0,1,0
565.84,51,5,0,0,4,1,1,0
350.52,84,3,1,0,1,0,1,0
1492.38,36,3,1,0,5,0,1,0
1015.18,141,7,2,0,1,0,1,0
1887.23,117,9,2,0,2,0,0,0
1066.99,68,9,1,0,2,0,1,0
780.54,130,7,2,0,4,0,1,0
1017.46,79,4,2,0,2,0,0,0
1128.73,75,5,2,0,0,0,1,0
808.37,55,8,1,0,1,0,1,0
895.04,139,3,0,0,1,0,0,0
732.46,105,4,1,0,3,0,1,0
2582.89,39,10,1,0,0,0,1,0
1331.45,2,8,0,1,1,0,1,0
10475.06,29,3,1,0,3,0,1,0
1287.82,7,1,2,1,1,0,1,0
632.16,101,5,1,0,2,0,1,0
15846.05,45,2,1,0,3,0,1,0
1658.43,98,7,1,0,2,0,1,0
2951.67,71,4,0,0,0,1,1,0
1982.48,139,5,1,0,2,0,1,0
2044.71,231,3,0,0,4,0,1,0
1873.67,117,5,1,0,0,0,1,0
364.28,11,8,0,0,1,0,1,0
1583.72,3,2,2,0,2,0,1,0
291.53,43,5,0,0,0,1,1,0
921.16,99,3,0,0,3,1,1,0
530.8,8,4,1,1,1,1,1,0
1567.87,71,1,2,0,3,0,1,0
1531.69,392,8,0,0,3,0,1,0
1774.27,16,3,2,0,0,1,1,0
1461.61,533,7,0,0,1,0,1,0
597.75,349,5,1,1,5,0,1,0
844.71,320,5,2,0,0,0,1,0
2752.86,358,4,0,0,1,0,1,0
3190.26,15,8,2,0,2,0,1,0
348.35,29,2,0,0,2,0,1,0
237.24,25,4,1,0,1,0,1,0
530.12,21,6,1,0,3,0,1,0
3118.81,71,3,2,0,4,0,1,0
3695.55,319,5,2,0,2,0,1,0
434.97,52,7,4,0,2,0,1,0
1491.16,50,3,2,0,3,0,1,0
6866.65,202,3,2,0,1,1,1,0
1661.23,18,7,1,0,3,1,1,0
4543.73,80,4,3,0,1,0,1,0
2977.16,63,1,0,0,1,0,1,0
441.33,338,6,1,0,0,0,1,0
906.89,130,5,0,1,3,1,1,0
1135.42,187,3,2,0,2,0,1,0
1216.99,24,5,1,0,3,0,1,0
2741.69,475,5,1,0,2,1,1,0
1650.25,70,8,2,0,1,0,1,0
58.19,220,5,1,1,2,0,1,0
295.05,556,6,0,1,1,0,1,0
123.05,127,4,0,0,2,0,1,0
1306.84,127,9,1,1,1,0,1,0
1394.77,22,4,0,1,1,0,1,0
1455.67,89,3,3,0,3,0,1,0
420.34,344,4,2,0,4,0,1,0
2151.98,26,7,2,0,3,0,1,0
2244.55,449,7,0,0,1,0,1,0
312.58,198,7,0,0,3,0,1,0
253.14,98,9,1,1,2,1,1,0
1096.49,142,5,1,0,2,0,1,0
6579.95,29,6,2,0,2,0,1,0
6001.37,44,4,1,0,2,0,1,0
1926.39,60,5,2,1,3,0,1,0
528.48,87,3,1,0,0,0,1,0
2662.03,444,4,1,0,3,0,1,0
697.55,82,5,2,0,4,0,1,0
509.02,133,5,0,0,1,0,1,0
128.51,31,2,0,1,0,0,1,0
1214.86,239,6,1,1,1,0,1,0
584.14,147,2,1,0,4,0,1,0
1207.65,104,8,2,0,3,0,1,0
110.02,529,7,1,0,2,0,1,0
1299.62,398,7,1,0,0,0,1,0
96.44,193,7,0,0,0,0,1,0
3254.98,458,9,1,0,3,0,0,0
1848.06,149,6,0,1,5,0,1,0
829.92,315,5,1,0,3,0,0,0
1925.07,94,1,0,0,4,0,1,0
412.37,16,4,0,0,0,0,1,0
1178.95,925,4,3,0,1,1,1,0
2427.88,32,4,0,0,0,0,1,1
49.69,52,4,3,0,2,0,1,0
701.19,32,7,2,0,2,0,1,0
1072.08,74,6,1,0,2,0,1,0
901.18,61,3,0,1,4,0,1,0
4708.39,165,2,2,1,0,0,1,0
356.42,1015,5,2,1,3,0,1,0
589.24,9,5,2,0,2,0,1,0
161.44,271,4,1,0,1,0,1,0
4965.59,24,7,2,0,0,0,1,0
857.23,3,10,1,0,3,0,1,0
707.4,183,5,1,0,3,1,1,0
1040.56,371,4,2,1,3,0,1,0
2071.93,34,2,1,0,1,0,1,0
1552.1,75,3,0,0,2,0,1,1
15488.98,33,2,2,0,2,0,1,0
1726.65,426,9,1,0,2,1,1,0
688.66,56,4,2,0,3,0,1,0
625.56,105,4,1,1,2,0,1,0
740.44,405,4,2,1,2,0,1,0
244.24,144,8,2,0,2,1,1,0
1141.23,486,3,0,0,0,0,1,0
2400.59,469,4,1,0,1,0,1,0
593.86,111,7,1,0,1,0,1,0
489.13,157,5,0,1,1,0,1,0
4993.76,47,6,0,0,3,0,1,0
263.36,838,6,2,0,1,1,1,0
138.68,58,5,0,0,0,0,1,0
346.23,275,7,1,0,1,0,1,0
235.0,67,7,1,0,3,0,1,0
1613.6,67,6,0,0,0,0,1,0
764.56,19,7,0,0,3,0,1,0
880.34,147,4,1,0,3,0,1,0
3473.56,50,4,0,0,3,0,1,0
549.31,28,7,0,0,1,0,1,0
2380.56,46,6,1,0,1,0,1,0
4970.73,52,5,1,1,4,0,1,0
695.3,126,4,2,0,2,0,1,0
2291.64,87,10,2,0,1,0,1,0
861.08,14,7,1,0,2,0,1,0
2763.07,138,6,3,0,2,0,1,0
227.81,278,4,0,0,2,0,1,0
211.56,153,8,0,0,0,0,1,0
741.54,660,5,1,0,5,0,1,0
450.82,18,6,1,0,5,1,1,0
654.12,309,7,1,0,3,0,1,0
880.49,126,4,3,0,1,0,1,0
2252.99,132,2,1,0,4,0,0,0
729.49,131,6,2,0,2,0,1,0
481.13,70,3,0,0,0,0,1,0
771.62,70,4,1,0,2,0,1,0
508.19,179,4,0,0,2,0,0,0
430.95,8,4,2,0,4,1,1,0
218.54,159,4,0,0,1,0,1,0
1175.53,232,5,1,0,2,0,1,0
620.98,79,5,2,0,2,0,1,0
2882.11,44,5,0,1,2,0,1,0
257.91,43,2,0,0,6,1,1,0
637.73,15,2,0,0,3,0,1,0
6720.43,16,2,3,0,0,0,1,0
428.54,32,2,3,0,1,0,1,0
865.64,3,6,3,0,5,0,1,0
325.11,55,3,1,0,2,0,1,0
284.74,65,7,0,1,0,0,1,0
5152.88,961,4,0,0,3,0,1,0
1301.2,862,4,1,0,5,0,1,0
1253.48,37,7,2,0,3,0,0,0
201.08,43,7,0,0,0,0,1,0
1569.86,121,6,0,0,3,0,1,0
3489.18,28,2,1,0,2,0,1,0
3461.57,126,1,1,0,2,0,0,1
2139.51,91,10,0,1,5,0,1,0
354.43,70,7,0,0,2,0,1,0
1499.85,311,5,0,0,0,0,1,0
2137.91,316,4,4,0,3,0,1,0
182.28,794,8,2,0,3,0,0,0
357.35,45,5,1,0,0,0,1,0
2665.53,394,2,1,0,1,0,1,0
2633.44,138,6,1,0,3,0,1,0
233.09,161,6,3,0,4,1,1,0
2428.48,407,7,1,0,6,0,1,0
1206.29,514,4,1,0,2,1,1,0
2394.69,233,7,0,0,2,0,1,0
581.42,76,1,3,1,5,0,1,1
2090.55,121,9,2,1,4,0,1,0
2549.95,171,3,1,0,2,0,1,0
771.75,317,8,1,0,2,0,1,0
1116.28,193,5,0,0,1,0,1,0
573.34,81,5,0,1,1,0,1,0
5719.51,97,4,0,0,0,0,1,0
972.36,9,7,1,1,0,0,1,0
436.15,464,6,2,0,4,0,1,0
536.02,16,4,0,0,1,0,1,0
1244.85,156,6,0,0,7,0,1,0
2329.32,369,4,0,1,3,0,1,1
288.35,98,3,0,0,1,0,1,0
6958.09,289,5,4,0,2,0,1,0
1493.2,293,9,0,0,3,0,1,0
1748.4,11,2,2,1,1,1,1,0
995.07,95,2,1,1,4,0,1,0
1117.96,211,7,0,1,3,0,1,0
945.5,98,8,3,0,1,1,1,0
3034.48,141,3,1,0,2,0,0,0
1087.97,162,3,1,1,2,0,1,0
2361.5,29,4,0,0,2,0,1,0
710.63,95,7,1,0,0,0,1,0
1333.6,5,6,1,0,1,1,0,0
490.82,29,8,1,1,0,0,1,0
3701.63,129,5,1,0,2,0,0,0
476.4,153,5,1,1,2,0,0,0
792.36,28,6,0,0,2,0,1,0
800.34,253,5,2,0,1,0,1,0
769.74,84,10,0,0,1,0,1,0
2258.59,456,8,1,1,3,1,1,1
798.99,88,5,2,0,3,0,0,0
4420.13,29,3,1,1,5,0,1,0
483.73,255,7,0,0,3,0,1,0
1299.04,150,12,0,1,1,0,1,0
504.83,87,4,0,0,2,0,1,0
1670.66,79,8,1,0,0,0,0,0
1079.28,29,7,1,0,3,0,1,0
939.12,75,6,0,1,1,0,1,0
3599.23,5,4,0,0,1,0,1,0
570.01,125,4,0,0,1,1,1,0
1971.43,408,4,1,0,3,0,1,0
508.28,285,6,4,1,3,0,1,1
1227.44,5,5,0,1,2,0,1,0
331.76,383,5,1,0,1,0,1,0
565.37,108,4,1,0,0,0,1,0
1010.15,38,7,1,0,2,1,0,0
6732.15,251,4,2,0,2,0,1,0
1212.94,70,8,2,0,3,0,0,0
5736.87,52,5,0,0,2,0,1,0
1366.93,31,4,0,1,1,0,1,0
744.65,120,3,1,0,0,0,1,0
5112.05,17,8,1,0,2,0,1,0
1697.68,277,3,2,0,2,0,1,0
576.67,114,3,1,0,1,1,1,0
1755.61,106,3,0,0,1,0,0,0
818.44,1,7,1,0,1,0,1,0
150.05,306,2,0,0,2,0,1,0
2796.08,122,6,1,0,2,0,1,0
3277.82,104,2,1,0,4,0,1,0
6890.8,257,2,1,0,3,0,1,0
1672.62,11,8,0,1,2,1,0,1
855.15,82,7,0,1,2,0,1,1
2527.51,154,10,1,0,2,0,1,0
2565.27,111,3,0,0,3,0,1,0
5643.62,36,6,1,0,1,0,1,0
1048.77,64,1,1,0,4,0,1,0
929.29,64,6,2,0,1,1,1,0
536.17,868,7,1,1,2,0,0,0
1877.06,71,5,2,0,3,0,1,0
233.16,41,4,2,0,1,0,1,0
2382.93,311,3,3,1,1,0,1,0
1974.04,98,10,3,0,4,0,1,1
1968.58,105,4,1,0,0,0,1,0
1259.19,143,5,2,1,0,0,1,0
5079.55,163,1,2,0,2,0,1,0
2622.79,160,4,0,0,0,0,1,0
597.6,6,1,1,0,2,1,1,0
608.39,307,6,1,0,3,0,1,0
455.01,39,4,2,0,1,0,0,0
1903.18,62,3,1,0,1,1,1,0
403.37,34,3,1,0,2,0,1,0
3240.21,262,7,3,0,0,0,1,0
4117.38,157,5,0,1,7,0,1,0
455.31,253,6,2,0,0,0,1,0
910.92,190,2,2,0,1,0,1,0
1115.01,19,6,2,1,2,0,1,0
2654.42,64,6,0,0,2,0,1,0
5482.65,127,3,1,0,0,0,1,0
203.26,65,9,3,0,2,0,1,0
797.77,41,8,1,0,1,0,1,0
840.49,366,6,0,0,3,0,1,0
270.25,247,3,0,0,2,0,0,0
675.12,76,8,0,0,5,0,0,0
1682.05,260,3,1,1,2,0,1,0
829.91,177,2,0,0,1,0,1,0
234.01,1,6,1,1,2,1,1,1
19420.47,86,4,0,0,3,0,1,0
1431.07,61,6,2,0,1,0,1,0
1226.22,44,9,1,0,1,0,1,0
365.8,52,2,2,0,2,1,1,0
1423.26,513,6,1,0,3,0,1,0
930.56,119,4,0,1,0,0,1,0
165.92,338,7,2,0,2,0,1,0
376.06,43,6,1,0,2,1,1,0
2428.25,34,5,0,0,2,0,1,0
7661.92,395,4,3,0,1,0,1,0
1583.14,123,3,2,0,3,0,1,0
3304.64,405,8,2,0,3,0,1,0
938.46,11,3,2,0,3,0,1,0
1005.71,446,4,2,0,4,0,1,0
3264.88,96,6,1,0,2,0,0,0
5783.58,30,7,3,0,3,0,1,0
4028.29,207,8,1,1,1,0,1,0
377.53,286,9,2,0,4,1,1,0
1025.61,8,3,0,0,2,0,1,0
1447.4,784,6,2,0,1,0,1,0
845.83,214,8,0,0,1,0,1,0
1616.24,69,6,1,0,3,0,0,0
2491.34,29,5,1,1,6,0,1,0
2989.35,89,4,2,0,2,0,1,0
5918.69,44,6,2,0,3,0,1,0
788.84,122,5,1,0,2,0,1,0
280.33,274,4,0,0,1,0,1,0
1569.06,194,9,0,1,2,0,1,1
7214.23,103,6,1,0,3,0,1,0
680.63,22,3,0,0,3,0,1,0
2179.49,567,9,1,0,1,0,1,0
2198.97,56,3,2,1,2,0,1,0
1328.02,58,2,1,0,1,0,1,0
1104.25,186,3,0,0,1,1,1,0
435.53,264,7,0,0,4,1,1,0
111.98,746,2,3,0,1,1,1,0
360.74,626,4,1,0,0,1,1,0
742.26,441,2,1,0,1,0,0,0
3285.99,102,8,1,1,2,0,1,0
989.18,32,2,2,0,4,0,1,0
652.61,158,8,0,0,4,0,1,0
449.9,3,5,0,0,3,1,1,0
2114.99,39,2,0,0,5,0,1,0
4265.68,1,2,1,0,6,0,1,0
3176.18,35,5,0,0,2,0,1,0
2010.52,115,4,0,0,2,0,1,0
250.73,89,6,0,0,2,0,0,0
771.49,82,2,1,0,5,1,1,0
7687.14,319,3,1,1,6,0,1,0
3367.58,202,4,0,1,2,0,1,0
235.69,496,3,0,1,2,0,1,0
1037.33,106,8,0,0,4,0,1,0
1576.71,57,8,2,0,1,0,1,0
511.75,23,3,1,0,4,0,1,0
108.94,200,5,1,0,2,0,1,0
1210.54,331,4,1,0,1,0,1,0
498.82,36,9,1,0,2,1,1,0
500.78,379,10,1,0,1,0,1,0
769.18,134,4,0,0,2,1,1,0
959.42,28,5,1,0,2,0,1,0
1086.72,185,7,1,0,4,0,1,0
453.05,132,3,2,0,1,0,1,0
879.88,5,7,0,0,1,0,1,0
189.16,91,4,0,0,5,1,1,0
1496.73,276,5,1,1,4,0,1,0
63.04,145,8,0,0,0,0,1,0
820.99,59,2,0,1,2,0,1,0
2749.53,475,7,1,0,3,0,1,0
380.19,48,7,2,0,3,0,1,0
2244.93,52,5,1,0,2,0,1,0
3483.29,78,3,2,1,1,0,1,0
40.13,404,5,0,0,3,0,1,0
942.6,127,2,1,1,1,0,1,0
61.82,206,0,2,1,2,0,1,0
974.37,673,4,0,0,3,0,0,0
1088.8,275,6,2,1,1,0,1,0
91.6,34,6,4,0,2,1,1,0
7516.37,279,8,0,1,2,0,1,0
1459.74,248,5,2,0,2,0,1,0
469.18,47,5,1,0,4,0,1,0
4747.53,70,7,0,1,0,0,1,0
182.07,222,6,0,1,3,1,1,0
320.8,49,5,1,0,0,0,1,0
110.01,42,5,1,0,1,0,1,0
6641.18,218,7,3,0,1,0,1,0
1528.97,382,2,0,0,1,0,1,0
2120.49,14,4,1,0,2,0,1,0
1481.78,106,7,1,0,4,0,1,0
1946.46,168,4,2,0,1,0,1,0
1185.69,203,9,1,0,2,1,0,0
1437.87,1002,3,2,0,0,0,1,0
1221.22,206,9,0,0,1,0,0,0
596.7,174,4,0,0,1,0,1,0
1046.68,824,6,0,0,0,1,1,0
1441.72,11,4,1,1,1,1,1,0
1224.82,13,7,1,0,1,0,0,0
250.19,148,6,3,0,2,1,1,0
285.72,79,5,0,1,2,0,1,0
3238.42,18,6,1,0,1,0,1,0
806.74,65,7,0,0,4,0,1,0
1967.91,201,2,0,0,3,0,1,0
367.93,382,4,2,0,2,0,1,0
251.35,17,6,1,0,3,0,1,0
471.73,139,9,1,0,0,0,1,0
877.81,63,3,0,0,2,0,1,0
563.89,198,7,0,0,6,1,1,0
3999.54,143,8,2,0,2,0,1,0
1312.28,470,5,1,0,2,0,1,0
6966.99,6,4,3,0,4,0,1,0
1643.21,114,1,1,0,2,0,1,0
98.24,38,2,2,0,4,0,1,0
3152.79,138,7,0,0,1,0,1,0
242.37,345,3,2,0,2,0,1,0
1380.96,436,4,2,0,3,0,1,0
505.38,91,6,0,0,3,1,1,0
9346.07,300,4,1,1,1,1,1,0
4626.69,59,8,2,0,0,0,1,0
522.27,1,5,2,0,0,1,0,0
965.5,347,5,1,1,2,1,1,0
1400.52,22,5,1,1,2,1,1,0
2600.38,3,3,4,0,5,1,1,1
1129.07,78,8,0,0,2,0,1,0
393.51,85,9,0,0,0,0,0,0
535.09,14,6,1,0,1,0,1,0
1091.73,302,7,1,0,3,0,1,0
3768.59,93,0,2,0,1,0,1,0
1682.17,121,4,0,0,0,0,1,0
506.02,55,7,0,0,0,0,1,0
2097.23,128,5,0,0,3,0,1,0
744.73,262,3,2,0,1,1,1,0
2671.53,425,7,1,0,1,0,1,0
13725.5,634,7,1,0,0,0,1,0
765.99,100,5,0,0,0,0,1,0
2444.52,829,5,1,1,4,0,1,0
520.4,62,8,1,0,3,0,1,0
980.18,1,1,2,0,4,0,1,1
1129.54,262,1,1,0,4,0,0,0
903.54,35,6,2,1,1,1,1,0
12874.63,9,6,1,0,1,1,1,0
807.07,463,4,0,0,1,0,1,0
1972.09,282,7,1,1,1,0,1,0
159.16,19,2,1,1,1,0,1,0
1689.18,270,3,0,0,1,0,1,0
3435.97,334,6,0,0,1,0,1,0
647.04,424,7,3,0,4,1,1,1
89.1,141,3,1,0,2,0,0,0
1055.06,218,5,2,0,0,0,1,0
1115.64,258,6,1,0,2,0,1,0
2262.16,210,7,0,0,1,0,1,0
8191.92,187,4,0,0,3,0,1,0
749.9,142,9,1,0,2,0,1,0
465.78,117,4,0,0,1,0,1,0
341.41,999,9,0,0,3,0,0,0
1336.86,74,3,1,0,3,0,1,0
1771.1,16,9,1,0,4,1,1,0
635.46,260,3,1,1,1,0,1,0
2389.13,43,4,1,0,1,0,1,0
1746.53,136,6,1,1,2,0,1,0
1145.08,18,5,0,0,1,1,1,0
444.78,173,9,0,0,3,0,1,0
677.31,518,3,2,1,1,0,1,0
96.57,230,1,2,0,2,0,1,0
1388.23,43,4,1,0,2,0,1,0
1125.9,638,8,1,0,2,1,1,0
1324.09,66,7,1,0,3,0,1,0
1815.87,103,4,1,0,0,0,1,0
1612.95,124,13,2,1,3,0,1,0
982.03,842,4,1,0,3,0,1,0
1151.32,12,7,1,0,4,0,1,0
269.26,214,6,0,0,3,0,1,0
611.72,80,4,2,0,2,0,1,0
1153.4,14,3,0,0,3,0,1,0
525.39,492,8,2,0,1,0,1,0
2591.91,160,5,1,0,1,0,1,0
567.57,252,6,4,0,4,0,1,0
1361.45,49,9,1,0,1,0,1,0
1232.21,258,7,2,1,4,0,1,0
2312.95,317,2,1,0,0,0,1,0
2699.42,101,2,1,0,2,1,1,0
2195.21,152,4,1,0,5,0,1,0
133.49,642,4,0,0,2,0,1,0
3619.71,337,5,0,0,1,0,1,0
5050.83,105,2,1,0,3,1,1,0
677.14,196,1,0,1,3,0,1,0
1389.43,276,3,0,0,1,0,1,0
449.96,4,4,0,1,2,0,1,0
156.28,159,8,1,0,0,0,1,0
523.89,750,3,2,0,1,0,1,0
638.97,529,5,1,0,2,0,1,0
769.04,321,2,1,0,1,0,1,0
420.35,20,7,1,0,2,0,1,0
526.67,922,6,1,0,3,0,1,0
1084.63,169,9,0,0,2,0,1,0
507.64,45,3,3,0,3,1,0,1
1888.47,201,3,1,0,4,0,1,0
2168.22,349,4,2,0,1,0,1,0
11853.61,21,4,1,0,1,0,1,0
3380.17,446,3,1,0,1,0,1,0
1398.43,455,2,2,0,1,0,1,0
589.77,2,6,0,0,1,0,1,0
1471.07,415,3,0,0,4,0,0,0
1520.2,528,4,0,0,0,1,1,0
656.35,6,10,5,0,1,0,1,0
2401.22,62,4,1,0,2,0,1,0
270.94,84,8,1,1,3,0,1,0
858.86,77,10,3,0,3,0,0,0
1911.91,256,6,4,0,1,0,1,0
822.56,79,6,2,0,2,0,1,0
891.8,564,3,0,1,2,0,1,0
955.48,953,6,0,0,1,0,1,0
475.52,68,9,0,0,1,0,1,0
3547.15,127,1,0,1,1,0,1,0
396.22,146,5,3,0,4,0,1,0
1507.43,155,3,0,0,2,0,1,0
1658.47,84,2,0,0,1,0,1,0
424.7,32,5,0,0,0,0,1,0
